,annotate_text,label,annotated_at,geo_tag,raw_text,clean_text,langid_raw,langid_clean,spacy_raw,spacy_clean
74,<b>Raw:</b> #ripluis Emilio Delgado as Luis on #sesamestreet Thank you ¡Gracias! @ Sesame Street https://t.co/A14F77EAug<br><b>Clean</b>: emilio delgado as luis on thank you gracias sesame street,code-switched,2023-03-12 15:15:09,New York,#ripluis Emilio Delgado as Luis on #sesamestreet Thank you ¡Gracias! @ Sesame Street https://t.co/A14F77EAug<br>,emilio delgado as luis on thank you gracias sesame street,pt,es,en,es
75,"<b>Raw:</b> No se cuanto cuesta en Puebla pero vivo en NewJersey y no está tan cara y el punto no es ese sino las mentiras de anlo te mando un ejemplo y te pregunto si es lo que apoyas , https://t.co/02V7owf40d<br><b>Clean</b>: no se cuanto cuesta en puebla pero vivo en newjersey y no está tan cara y el punto no es ese sino las mentiras de anlo te mando un ejemplo y te pregunto si es lo que apoyas",not-english,2023-03-12 15:15:14,New York,"No se cuanto cuesta en Puebla pero vivo en NewJersey y no está tan cara y el punto no es ese sino las mentiras de anlo te mando un ejemplo y te pregunto si es lo que apoyas , https://t.co/02V7owf40d<br>",no se cuanto cuesta en puebla pero vivo en newjersey y no está tan cara y el punto no es ese sino las mentiras de anlo te mando un ejemplo y te pregunto si es lo que apoyas,es,es,es,es
76,<b>Raw:</b> Charles Barkley Gives $1 Million To Spelman College https://t.co/GRuveKgysz via blackenterprise<br><b>Clean</b>: charles barkley gives 1 million to spelman college via blackenterprise,syntactic-english,2023-03-12 15:15:20,New York,Charles Barkley Gives $1 Million To Spelman College https://t.co/GRuveKgysz via blackenterprise<br>,charles barkley gives 1 million to spelman college via blackenterprise,de,en,en,en
77,"<b>Raw:</b> @Mr__Duran Borobudur, Lombok must be in your list<br><b>Clean</b>: borobudur lombok must be in your list",non-syntactic-english,2023-03-12 15:15:31,New York,"@Mr__Duran Borobudur, Lombok must be in your list<br>",borobudur lombok must be in your list,en,en,en,en
78,"<b>Raw:</b> Tu pode tentar, mas não vai me parar 🥶⛄️ em Central Park, New York https://t.co/nttGmU39Ff<br><b>Clean</b>: tu pode tentar mas não vai me parar em central park new york",not-english,2023-03-12 15:15:34,New York,"Tu pode tentar, mas não vai me parar 🥶⛄️ em Central Park, New York https://t.co/nttGmU39Ff<br>",tu pode tentar mas não vai me parar em central park new york,pt,pt,pt,pt
79,<b>Raw:</b> Crikey! Netflix Raises Prices in the UK and Ireland @dannyfrankel @bcbeat @ThisIsNextTV https://t.co/oEusHv825T<br><b>Clean</b>: crikey netflix raises prices in the uk and ireland,informal-english,2023-03-12 15:16:02,New York,Crikey! Netflix Raises Prices in the UK and Ireland @dannyfrankel @bcbeat @ThisIsNextTV https://t.co/oEusHv825T<br>,crikey netflix raises prices in the uk and ireland,en,en,en,en
80,<b>Raw:</b> Treated myself to AweSum DimSum (n den sum) https://t.co/azQtXdvUtn<br><b>Clean</b>: treated myself to awesum dimsum n den sum,non-syntactic-english,2023-03-12 15:16:08,New York,Treated myself to AweSum DimSum (n den sum) https://t.co/azQtXdvUtn<br>,treated myself to awesum dimsum n den sum,en,id,en,af
81,<b>Raw:</b> Tu alma con la mía los dos juntos vibrando<br><b>Clean</b>: tu alma con la mía los dos juntos vibrando,not-english,2023-03-12 15:16:10,New York,Tu alma con la mía los dos juntos vibrando<br>,tu alma con la mía los dos juntos vibrando,es,es,es,es
82,<b>Raw:</b> Breece Hall Or Garrett Wilson jersey decisions decisions<br><b>Clean</b>: breece hall or garrett wilson jersey decisions decisions,non-syntactic-english,2023-03-12 15:16:17,New York,Breece Hall Or Garrett Wilson jersey decisions decisions<br>,breece hall or garrett wilson jersey decisions decisions,en,en,en,en
83,"<b>Raw:</b> Hello, gorgeous*

(*Ramin Karimloo) @ August Wilson Theatre https://t.co/L2fbKJt4WU<br><b>Clean</b>: hello gorgeous ramin karimloo august wilson theatre",non-syntactic-english,2023-03-12 15:16:24,New York,"Hello, gorgeous*

(*Ramin Karimloo) @ August Wilson Theatre https://t.co/L2fbKJt4WU<br>",hello gorgeous ramin karimloo august wilson theatre,en,en,en,en
84,<b>Raw:</b> Incident on #FLine from Coney Island - Stillwell Av to 47-50 Sts - Rockefeller Ctr https://t.co/C3uXcFeVmU<br><b>Clean</b>: incident on from coney island stillwell av to 47 50 sts rockefeller ctr,syntactic-english,2023-03-12 15:16:28,New York,Incident on #FLine from Coney Island - Stillwell Av to 47-50 Sts - Rockefeller Ctr https://t.co/C3uXcFeVmU<br>,incident on from coney island stillwell av to 47 50 sts rockefeller ctr,en,en,en,en
85,"<b>Raw:</b> Mister MOJO Mural at LaGuardia Airport, NYC. #mojo #mojoandthebayougypsies #laguardia #mural #zydeco #neworleansmusic #louisiana #bayou #nyc #newyorkcity @ LaGuardia Airport https://t.co/FQyJSk4i0y<br><b>Clean</b>: mister mojo mural at laguardia airport nyc laguardia airport",syntactic-english,2023-03-12 15:16:42,New York,"Mister MOJO Mural at LaGuardia Airport, NYC. #mojo #mojoandthebayougypsies #laguardia #mural #zydeco #neworleansmusic #louisiana #bayou #nyc #newyorkcity @ LaGuardia Airport https://t.co/FQyJSk4i0y<br>",mister mojo mural at laguardia airport nyc laguardia airport,en,en,en,ca
86,"<b>Raw:</b> @ohhhZach Just another entry in: if you post Grindr screenshots, you’re probably the asshole.<br><b>Clean</b>: just another entry in if you post grindr screenshots youre probably the asshole",non-syntactic-english,2023-03-12 15:17:36,New York,"@ohhhZach Just another entry in: if you post Grindr screenshots, you’re probably the asshole.<br>",just another entry in if you post grindr screenshots youre probably the asshole,en,en,en,en
87,<b>Raw:</b> @Troianum Ik. I just don’t call them king idk why.<br><b>Clean</b>: ik i just dont call them king idk why,informal-english,2023-03-12 15:17:39,New York,@Troianum Ik. I just don’t call them king idk why.<br>,ik i just dont call them king idk why,en,en,en,en
88,"<b>Raw:</b> Ahora todos quieren ser latino 💃🏻😏
•
•
•
•
• 📸: @xo_maggy @ Yankee Stadium https://t.co/tGIv7SwBe6<br><b>Clean</b>: ahora todos quieren ser latino yankee stadium",not-english,2023-03-12 15:17:41,New York,"Ahora todos quieren ser latino 💃🏻😏
•
•
•
•
• 📸: @xo_maggy @ Yankee Stadium https://t.co/tGIv7SwBe6<br>",ahora todos quieren ser latino yankee stadium,la,es,es,es
89,"<b>Raw:</b> Si los taxes no llegan antes de San Valentín, no hay regalos<br><b>Clean</b>: si los taxes no llegan antes de san valentín no hay regalos",not-english,2023-03-12 15:17:44,New York,"Si los taxes no llegan antes de San Valentín, no hay regalos<br>",si los taxes no llegan antes de san valentín no hay regalos,es,es,es,es
90,<b>Raw:</b> Drinking a Rudy's Blonde by Rudy's Bar &amp; Grill @ Rudys — https://t.co/GR331I7tTE<br><b>Clean</b>: drinking a rudys blonde by rudys bar and grill rudys,non-syntactic-english,2023-03-12 15:17:46,New York,Drinking a Rudy's Blonde by Rudy's Bar &amp; Grill @ Rudys — https://t.co/GR331I7tTE<br>,drinking a rudys blonde by rudys bar and grill rudys,en,en,en,cy
91,<b>Raw:</b> [ROBLOX] How to use Real_BenTheMiner's Spawner Model https://t.co/XMCkAcvu7v via @YouTube<br><b>Clean</b>: roblox how to use realbentheminers spawner model via,non-syntactic-english,2023-03-12 15:17:53,New York,[ROBLOX] How to use Real_BenTheMiner's Spawner Model https://t.co/XMCkAcvu7v via @YouTube<br>,roblox how to use realbentheminers spawner model via,en,en,en,en
92,<b>Raw:</b> @Phat_Mars @girlsinrap @RealRemyMa @rapsody Idk about that Remy just sounds better overall<br><b>Clean</b>: idk about that remy just sounds better overall,informal-english,2023-03-12 15:17:58,New York,@Phat_Mars @girlsinrap @RealRemyMa @rapsody Idk about that Remy just sounds better overall<br>,idk about that remy just sounds better overall,en,en,en,en
93,<b>Raw:</b> HR y más HR en ese estadio de sofball<br><b>Clean</b>: hr y más hr en ese estadio de sofball,not-english,2023-03-12 15:18:01,New York,HR y más HR en ese estadio de sofball<br>,hr y más hr en ese estadio de sofball,es,es,es,es
94,"<b>Raw:</b> @ladunde @AwangKarel @toluogunlesi Don't mind these mofos ojere, they think they're the only one entitled to gbasgbos.<br><b>Clean</b>: dont mind these mofos ojere they think theyre the only one entitled to gbasgbos",informal-english,2023-03-12 15:18:56,New York,"@ladunde @AwangKarel @toluogunlesi Don't mind these mofos ojere, they think they're the only one entitled to gbasgbos.<br>",dont mind these mofos ojere they think theyre the only one entitled to gbasgbos,en,en,en,en
95,"<b>Raw:</b> Birria Ramen, South Slope Chicken Wings &amp; Brussels Sprouts 🔥🔥🔥 https://t.co/QjASJtQbE8<br><b>Clean</b>: birria ramen south slope chicken wings and brussels sprouts",non-syntactic-english,2023-03-12 15:19:05,New York,"Birria Ramen, South Slope Chicken Wings &amp; Brussels Sprouts 🔥🔥🔥 https://t.co/QjASJtQbE8<br>",birria ramen south slope chicken wings and brussels sprouts,no,en,en,en
96,<b>Raw:</b> La integración de #Shazam en el CC es un palo: no hay que salir de la app que estés usando para identificar canciones 😍 https://t.co/R0C9APrYA7<br><b>Clean</b>: la integración de en el cc es un palo no hay que salir de la app que estés usando para identificar canciones,not-english,2023-03-12 15:19:08,New York,La integración de #Shazam en el CC es un palo: no hay que salir de la app que estés usando para identificar canciones 😍 https://t.co/R0C9APrYA7<br>,la integración de en el cc es un palo no hay que salir de la app que estés usando para identificar canciones,es,es,es,es
97,<b>Raw:</b> eu to fora de mim desliga meu wifi<br><b>Clean</b>: eu to fora de mim desliga meu wifi,not-english,2023-03-12 15:19:10,New York,eu to fora de mim desliga meu wifi<br>,eu to fora de mim desliga meu wifi,ca,ca,pt,pt
98,<b>Raw:</b> Si tu me llamas le llego volando<br><b>Clean</b>: si tu me llamas le llego volando,not-english,2023-03-12 15:20:37,New York,Si tu me llamas le llego volando<br>,si tu me llamas le llego volando,es,es,it,it
99,"<b>Raw:</b> Disabled vehicle. Right lane blocked in #AreaofHudsonRivXings:LincolnTunlNJ on The Lincoln Tunl Ctr Tube EB at The Tunl Entrance/Exit/NY Side, stopped traffic back to The Tunl Entrance/Exit/NJ Side #traffic https://t.co/cLJ9IKsg5n<br><b>Clean</b>: disabled vehicle right lane blocked in lincolntunlnj on the lincoln tunl ctr tube eb at the tunl entranceexitny side stopped traffic back to the tunl entranceexitnj side",non-syntactic-english,2023-03-12 15:20:54,New York,"Disabled vehicle. Right lane blocked in #AreaofHudsonRivXings:LincolnTunlNJ on The Lincoln Tunl Ctr Tube EB at The Tunl Entrance/Exit/NY Side, stopped traffic back to The Tunl Entrance/Exit/NJ Side #traffic https://t.co/cLJ9IKsg5n<br>",disabled vehicle right lane blocked in lincolntunlnj on the lincoln tunl ctr tube eb at the tunl entranceexitny side stopped traffic back to the tunl entranceexitnj side,en,en,en,en
100,"<b>Raw:</b> Acabou de publicar uma foto em Astor Place, East Village https://t.co/Pn5IZNqJnr<br><b>Clean</b>: acabou de publicar uma foto em astor place east village",not-english,2023-03-12 15:21:02,New York,"Acabou de publicar uma foto em Astor Place, East Village https://t.co/Pn5IZNqJnr<br>",acabou de publicar uma foto em astor place east village,pt,pt,pt,pt
101,<b>Raw:</b> @lukeisamazing I mean your memeing not you mansplaining shit<br><b>Clean</b>: i mean your memeing not you mansplaining shit,informal-english,2023-03-12 15:21:06,New York,@lukeisamazing I mean your memeing not you mansplaining shit<br>,i mean your memeing not you mansplaining shit,en,en,tl,en
102,<b>Raw:</b> David Ortiz es exaltado al Salón de la Fama de Cooperstown..🇺🇲⚾ https://t.co/N1wtBM2fXT<br><b>Clean</b>: david ortiz es exaltado al salón de la fama de cooperstown,not-english,2023-03-12 15:21:08,New York,David Ortiz es exaltado al Salón de la Fama de Cooperstown..🇺🇲⚾ https://t.co/N1wtBM2fXT<br>,david ortiz es exaltado al salón de la fama de cooperstown,es,es,es,es
103,<b>Raw:</b> Cleared: Construction on #Bxm1Bus Both directions from Henry Hudson Pky W/W 232 St to Riverdale Ave/W 230th St<br><b>Clean</b>: cleared construction on both directions from henry hudson pky ww 232 st to riverdale avew 230th st,syntactic-english,2023-03-12 15:22:28,New York,Cleared: Construction on #Bxm1Bus Both directions from Henry Hudson Pky W/W 232 St to Riverdale Ave/W 230th St<br>,cleared construction on both directions from henry hudson pky ww 232 st to riverdale avew 230th st,en,en,en,en
104,<b>Raw:</b> Otra vez don Antony de camino a queens 😂😂😂<br><b>Clean</b>: otra vez don antony de camino a queens,not-english,2023-03-12 15:22:31,New York,Otra vez don Antony de camino a queens 😂😂😂<br>,otra vez don antony de camino a queens,pt,es,pt,es
105,"<b>Raw:</b> @Aescano @Alvi23 Re-inicia el proceso y si no, el iPhone<br><b>Clean</b>: re inicia el proceso y si no el iphone",not-english,2023-03-12 15:22:32,New York,"@Aescano @Alvi23 Re-inicia el proceso y si no, el iPhone<br>",re inicia el proceso y si no el iphone,es,es,it,es
106,<b>Raw:</b> Kendrick Lamar is ALREADY better than all those guys.<br><b>Clean</b>: kendrick lamar is already better than all those guys,non-syntactic-english,2023-03-12 15:22:40,New York,Kendrick Lamar is ALREADY better than all those guys.<br>,kendrick lamar is already better than all those guys,en,en,en,en
107,<b>Raw:</b> @Billyhottakes Blast tren and her that bench to 280 bro<br><b>Clean</b>: blast tren and her that bench to 280 bro,informal-english,2023-03-12 15:22:45,New York,@Billyhottakes Blast tren and her that bench to 280 bro<br>,blast tren and her that bench to 280 bro,en,en,en,en
108,<b>Raw:</b> Incident on #DLine NB from Coney Island - Stillwell Av to 47-50 Sts - Rockefeller Ctr https://t.co/US5AI3f9cf<br><b>Clean</b>: incident on nb from coney island stillwell av to 47 50 sts rockefeller ctr,syntactic-english,2023-03-12 15:22:48,New York,Incident on #DLine NB from Coney Island - Stillwell Av to 47-50 Sts - Rockefeller Ctr https://t.co/US5AI3f9cf<br>,incident on nb from coney island stillwell av to 47 50 sts rockefeller ctr,en,en,en,en
109,"<b>Raw:</b> Sweatsuits Coming Late Summer/Early Fall! 

https://t.co/eycpNaKFHI @ Pelan, Now Y https://t.co/faQMRfWVt2<br><b>Clean</b>: sweatsuits coming late summerearly fall pelan now y",non-syntactic-english,2023-03-12 15:22:52,New York,"Sweatsuits Coming Late Summer/Early Fall! 

https://t.co/eycpNaKFHI @ Pelan, Now Y https://t.co/faQMRfWVt2<br>",sweatsuits coming late summerearly fall pelan now y,en,en,en,en
110,<b>Raw:</b> @liberalpuppy @RepStefanik Elise Stefanik and her allies created America's #WhiteSupremacy #ChristoFascist disaster.<br><b>Clean</b>: elise stefanik and her allies created americas disaster,syntactic-english,2023-03-12 15:23:00,New York,@liberalpuppy @RepStefanik Elise Stefanik and her allies created America's #WhiteSupremacy #ChristoFascist disaster.<br>,elise stefanik and her allies created americas disaster,en,en,en,en
111,<b>Raw:</b> U.S. jury convicts Theranos' Sunny Balwani of fraud #sunnybalwani #turtleneck #elizabethholmes #hinds #sanjose #theranosinc #fintwit https://t.co/yIfsx9BYh9<br><b>Clean</b>: u s jury convicts theranos sunny balwani of fraud,syntactic-english,2023-03-12 15:23:20,New York,U.S. jury convicts Theranos' Sunny Balwani of fraud #sunnybalwani #turtleneck #elizabethholmes #hinds #sanjose #theranosinc #fintwit https://t.co/yIfsx9BYh9<br>,u s jury convicts theranos sunny balwani of fraud,en,en,en,en
112,<b>Raw:</b> Welcome back the lmited but competent Taysom Hill<br><b>Clean</b>: welcome back the lmited but competent taysom hill,informal-english,2023-03-12 15:23:53,New York,Welcome back the lmited but competent Taysom Hill<br>,welcome back the lmited but competent taysom hill,en,en,en,en
113,"<b>Raw:</b> Kinda a confusing game tbh....CLB outpossesing NYC, but looking fairly toothless? #nycfc<br><b>Clean</b>: kinda a confusing game tbh clb outpossesing nyc but looking fairly toothless",informal-english,2023-03-12 15:23:56,New York,"Kinda a confusing game tbh....CLB outpossesing NYC, but looking fairly toothless? #nycfc<br>",kinda a confusing game tbh clb outpossesing nyc but looking fairly toothless,en,en,en,en
114,"<b>Raw:</b> i need y’all to show a little bit more love for THIQUE right NEOWWW

 https://t.co/05GNtR1Ldk<br><b>Clean</b>: i need yall to show a little bit more love for thique right neowww",informal-english,2023-03-12 15:23:59,New York,"i need y’all to show a little bit more love for THIQUE right NEOWWW

 https://t.co/05GNtR1Ldk<br>",i need yall to show a little bit more love for thique right neowww,en,en,en,en
115,<b>Raw:</b> Yo solo soy una yuca queriendo que me hagan bollito..<br><b>Clean</b>: yo solo soy una yuca queriendo que me hagan bollito,not-english,2023-03-12 15:24:01,New York,Yo solo soy una yuca queriendo que me hagan bollito..<br>,yo solo soy una yuca queriendo que me hagan bollito,es,es,es,es
116,<b>Raw:</b> Esta Noche @elgrancanario2 🔥🔥🔥 en El Gran Canario 2 Restaurant &amp; Bar https://t.co/IGUMgY3Yf9<br><b>Clean</b>: esta noche en el gran canario 2 restaurant and bar,not-english,2023-03-12 15:24:03,New York,Esta Noche @elgrancanario2 🔥🔥🔥 en El Gran Canario 2 Restaurant &amp; Bar https://t.co/IGUMgY3Yf9<br>,esta noche en el gran canario 2 restaurant and bar,es,es,es,es
117,<b>Raw:</b> I blew 14 eth in Dubai but don’t regret it thank you bull run  $matic $vra $rsr I’m a goblin https://t.co/scifiqHwvC<br><b>Clean</b>: i blew 14 eth in dubai but dont regret it thank you bull run matic vra rsr im a goblin,informal-english,2023-03-12 15:24:47,New York,I blew 14 eth in Dubai but don’t regret it thank you bull run  $matic $vra $rsr I’m a goblin https://t.co/scifiqHwvC<br>,i blew 14 eth in dubai but dont regret it thank you bull run matic vra rsr im a goblin,en,en,en,en
118,<b>Raw:</b> En el mundo hay dos tipos de personas 😂😂😂😂😂 @santelises https://t.co/F2kjfr4450<br><b>Clean</b>: en el mundo hay dos tipos de personas,not-english,2023-03-12 15:24:49,New York,En el mundo hay dos tipos de personas 😂😂😂😂😂 @santelises https://t.co/F2kjfr4450<br>,en el mundo hay dos tipos de personas,es,es,es,es
119,<b>Raw:</b> Just posted a photo @ La Quinta Inn &amp; Suites Secaucus Meadowlands https://t.co/mlAoZ68Ry1<br><b>Clean</b>: just posted a photo la quinta inn and suites secaucus meadowlands,non-syntactic-english,2023-03-12 15:24:53,New York,Just posted a photo @ La Quinta Inn &amp; Suites Secaucus Meadowlands https://t.co/mlAoZ68Ry1<br>,just posted a photo la quinta inn and suites secaucus meadowlands,en,en,en,en
120,<b>Raw:</b> Proud sila sa unity sa pagbayad ng utang ni Juliana. Sana may unity din sa utang ni Baby M sa Pilipinas.<br><b>Clean</b>: proud sila sa unity sa pagbayad ng utang ni juliana sana may unity din sa utang ni baby m sa pilipinas,not-english,2023-03-12 15:24:56,New York,Proud sila sa unity sa pagbayad ng utang ni Juliana. Sana may unity din sa utang ni Baby M sa Pilipinas.<br>,proud sila sa unity sa pagbayad ng utang ni juliana sana may unity din sa utang ni baby m sa pilipinas,tl,tl,tl,tl
121,<b>Raw:</b> Ya girl is about to be workin bicoastalllll 🤑✨🥂<br><b>Clean</b>: ya girl is about to be workin bicoastalllll,informal-english,2023-03-12 15:25:03,New York,Ya girl is about to be workin bicoastalllll 🤑✨🥂<br>,ya girl is about to be workin bicoastalllll,la,en,en,en
122,<b>Raw:</b> Just listed by ERYK RACHWAL in #LindenCity #NJ. 229 Knopf St! Please retweet!  https://t.co/lAits0zIgc https://t.co/t3YNF7LNJS<br><b>Clean</b>: just listed by eryk rachwal in 229 knopf st please retweet,non-syntactic-english,2023-03-12 15:25:08,New York,Just listed by ERYK RACHWAL in #LindenCity #NJ. 229 Knopf St! Please retweet!  https://t.co/lAits0zIgc https://t.co/t3YNF7LNJS<br>,just listed by eryk rachwal in 229 knopf st please retweet,en,en,en,en
123,<b>Raw:</b> @EmGlaze Ok perf. I just rewatched Paddington 2. It’s a top 5 all time I think.<br><b>Clean</b>: ok perf i just rewatched paddington 2 its a top 5 all time i think,non-syntactic-english,2023-03-12 15:25:18,New York,@EmGlaze Ok perf. I just rewatched Paddington 2. It’s a top 5 all time I think.<br>,ok perf i just rewatched paddington 2 its a top 5 all time i think,en,en,en,en
124,<b>Raw:</b> BBM-Sara supporters using Rosas in their Tiktok vids 🤢🤢🤢🤢😜🤪🤪 balik kayo sa roar ni toni niyo pls LOL<br><b>Clean</b>: bbm sara supporters using rosas in their tiktok vids balik kayo sa roar ni toni niyo pls lol,code-switched,2023-03-12 15:25:24,New York,BBM-Sara supporters using Rosas in their Tiktok vids 🤢🤢🤢🤢😜🤪🤪 balik kayo sa roar ni toni niyo pls LOL<br>,bbm sara supporters using rosas in their tiktok vids balik kayo sa roar ni toni niyo pls lol,la,en,tl,tl
125,<b>Raw:</b> Cuando terminas de ver la Season 5 de  @BetterCallSaul https://t.co/ZeXCYsoBZC<br><b>Clean</b>: cuando terminas de ver la season 5 de,not-english,2023-03-12 15:25:40,New York,Cuando terminas de ver la Season 5 de  @BetterCallSaul https://t.co/ZeXCYsoBZC<br>,cuando terminas de ver la season 5 de,es,es,es,es
126,"<b>Raw:</b> 2022 has been an equity market meltdown for the record books. 

In real terms, the S&amp;P 500 is having its worst year since 1872.  

$SPY $QQQ $TSLA $AAPL $NVDA $MU $AMD $AMZN https://t.co/iDZyEKI4mW<br><b>Clean</b>: 2022 has been an equity market meltdown for the record books in real terms the sandp 500 is having its worst year since 1872 spy qqq tsla aapl nvda mu amd amzn",syntactic-english,2023-03-12 15:25:50,New York,"2022 has been an equity market meltdown for the record books. 

In real terms, the S&amp;P 500 is having its worst year since 1872.  

$SPY $QQQ $TSLA $AAPL $NVDA $MU $AMD $AMZN https://t.co/iDZyEKI4mW<br>",2022 has been an equity market meltdown for the record books in real terms the sandp 500 is having its worst year since 1872 spy qqq tsla aapl nvda mu amd amzn,en,en,en,en
127,"<b>Raw:</b> Cuz @dougjames74 popped out for surprise dinner... 

#💞TLE @ Dallas BBQ https://t.co/Dx6ArryY57<br><b>Clean</b>: cuz popped out for surprise dinner tle dallas bbq",informal-english,2023-03-12 15:25:58,New York,"Cuz @dougjames74 popped out for surprise dinner... 

#💞TLE @ Dallas BBQ https://t.co/Dx6ArryY57<br>",cuz popped out for surprise dinner tle dallas bbq,en,en,en,it
128,<b>Raw:</b> Beyoncé better hurry tf uppp !!! I don’t want to watch thisss 😒🙄<br><b>Clean</b>: beyoncé better hurry tf uppp i dont want to watch thisss,informal-english,2023-03-12 15:26:00,New York,Beyoncé better hurry tf uppp !!! I don’t want to watch thisss 😒🙄<br>,beyoncé better hurry tf uppp i dont want to watch thisss,en,en,en,en
129,<b>Raw:</b> Si match City vs Bayern lan rete konsa Ki yès Ki bat ?<br><b>Clean</b>: si match city vs bayern lan rete konsa ki yès ki bat,not-english,2023-03-12 15:26:04,New York,Si match City vs Bayern lan rete konsa Ki yès Ki bat ?<br>,si match city vs bayern lan rete konsa ki yès ki bat,ht,ht,id,tr
130,<b>Raw:</b> @soyfdelrincon @LassoGuillermo @elcomerciocom Todas las promesas de ese hombre se las lleva el viento<br><b>Clean</b>: todas las promesas de ese hombre se las lleva el viento,not-english,2023-03-12 15:26:07,New York,@soyfdelrincon @LassoGuillermo @elcomerciocom Todas las promesas de ese hombre se las lleva el viento<br>,todas las promesas de ese hombre se las lleva el viento,es,es,es,es
131,<b>Raw:</b> Starship may NEVER launch from Boca Chica! Environmental groups claim victory over SpaceX.  https://t.co/fsG1WEhPcB<br><b>Clean</b>: starship may never launch from boca chica environmental groups claim victory over spacex,non-syntactic-english,2023-03-12 15:27:32,New York,Starship may NEVER launch from Boca Chica! Environmental groups claim victory over SpaceX.  https://t.co/fsG1WEhPcB<br>,starship may never launch from boca chica environmental groups claim victory over spacex,en,en,en,en
132,<b>Raw:</b> I love quality time LMAOOOO like forreal<br><b>Clean</b>: i love quality time lmaoooo like forreal,informal-english,2023-03-12 15:27:35,New York,I love quality time LMAOOOO like forreal<br>,i love quality time lmaoooo like forreal,en,en,en,en
133,<b>Raw:</b> que rico es descansar y no salir de casa<br><b>Clean</b>: que rico es descansar y no salir de casa,not-english,2023-03-12 15:27:38,New York,que rico es descansar y no salir de casa<br>,que rico es descansar y no salir de casa,es,es,es,es
134,<b>Raw:</b> @CashApp $CharlesTao idk what I see lmao a butterfly 😆 https://t.co/og4by5NmHc<br><b>Clean</b>: charlestao idk what i see lmao a butterfly,informal-english,2023-03-12 15:27:41,New York,@CashApp $CharlesTao idk what I see lmao a butterfly 😆 https://t.co/og4by5NmHc<br>,charlestao idk what i see lmao a butterfly,en,en,en,en
135,<b>Raw:</b> Lamar over Watson and stafford too high<br><b>Clean</b>: lamar over watson and stafford too high,non-syntactic-english,2023-03-12 15:27:46,New York,Lamar over Watson and stafford too high<br>,lamar over watson and stafford too high,en,en,en,en
136,"<b>Raw:</b> @WrestlingBios DDPecks
Paging Sexy Lexy
Diamond in the Rough<br><b>Clean</b>: ddpecks paging sexy lexy diamond in the rough",non-syntactic-english,2023-03-12 15:28:11,New York,"@WrestlingBios DDPecks
Paging Sexy Lexy
Diamond in the Rough<br>",ddpecks paging sexy lexy diamond in the rough,en,en,en,en
137,<b>Raw:</b> Ayoooo @jimjonescapo  @mainohustlehard @gilliedakid Gas’n @Wallo267 to rap got me weak!🤣  #lobbyboyz 🔥 Album crazy! #nyc<br><b>Clean</b>: ayoooo gasn to rap got me weak album crazy,informal-english,2023-03-12 15:28:18,New York,Ayoooo @jimjonescapo  @mainohustlehard @gilliedakid Gas’n @Wallo267 to rap got me weak!🤣  #lobbyboyz 🔥 Album crazy! #nyc<br>,ayoooo gasn to rap got me weak album crazy,no,en,en,en
138,<b>Raw:</b> @nicodu @tangerinevidz Je suis pas loin de le croire<br><b>Clean</b>: je suis pas loin de le croire,not-english,2023-03-12 15:28:21,New York,@nicodu @tangerinevidz Je suis pas loin de le croire<br>,je suis pas loin de le croire,fr,fr,fr,fr
139,<b>Raw:</b> @_225Lee FACTS @A_kamara6 WHATS WRONG WITH THE HATERS FRFR KEEP BALLING<br><b>Clean</b>: facts whats wrong with the haters frfr keep balling,non-syntactic-english,2023-03-12 15:28:30,New York,@_225Lee FACTS @A_kamara6 WHATS WRONG WITH THE HATERS FRFR KEEP BALLING<br>,facts whats wrong with the haters frfr keep balling,en,en,so,en
140,"<b>Raw:</b> @Lola29r Salí de una loca hace unos de meses que quedé hasta con el autoestima baja, dice mi tío en el campo “to se pega menos dinero a los zapatos”.<br><b>Clean</b>: salí de una loca hace unos de meses que quedé hasta con el autoestima baja dice mi tío en el campo to se pega menos dinero a los zapatos",not-english,2023-03-12 15:29:26,New York,"@Lola29r Salí de una loca hace unos de meses que quedé hasta con el autoestima baja, dice mi tío en el campo “to se pega menos dinero a los zapatos”.<br>",salí de una loca hace unos de meses que quedé hasta con el autoestima baja dice mi tío en el campo to se pega menos dinero a los zapatos,es,es,es,es
141,<b>Raw:</b> Un poco asombrado...jajaja..¿¿.ese sere yo????😁😁😁 https://t.co/xFrb5YIJGI<br><b>Clean</b>: un poco asombrado jajaja ese sere yo,not-english,2023-03-12 15:29:29,New York,Un poco asombrado...jajaja..¿¿.ese sere yo????😁😁😁 https://t.co/xFrb5YIJGI<br>,un poco asombrado jajaja ese sere yo,an,es,es,es
142,<b>Raw:</b> ‘THE EXORCISM OF GOD’ ARRIVES ON BLU-RAY/DIGITAL/DVD ON APRIL 19TH FROM LIONSGATE  https://t.co/xsylasPRPb<br><b>Clean</b>: the exorcism of god arrives on blu raydigitaldvd on april 19th from lionsgate,syntactic-english,2023-03-12 15:29:56,New York,‘THE EXORCISM OF GOD’ ARRIVES ON BLU-RAY/DIGITAL/DVD ON APRIL 19TH FROM LIONSGATE  https://t.co/xsylasPRPb<br>,the exorcism of god arrives on blu raydigitaldvd on april 19th from lionsgate,mt,en,de,en
