,annotate_text,label,annotated_at,geo_tag
123,<b>Raw:</b> @EmGlaze Ok perf. I just rewatched Paddington 2. It’s a top 5 all time I think.<br><b>Clean</b>: ok perf i just rewatched paddington 2 its a top 5 all time i think,non-syntactic-english,2023-03-12 15:25:18,New York
124,<b>Raw:</b> BBM-Sara supporters using Rosas in their Tiktok vids 🤢🤢🤢🤢😜🤪🤪 balik kayo sa roar ni toni niyo pls LOL<br><b>Clean</b>: bbm sara supporters using rosas in their tiktok vids balik kayo sa roar ni toni niyo pls lol,code-switched,2023-03-12 15:25:24,New York
125,<b>Raw:</b> Cuando terminas de ver la Season 5 de  @BetterCallSaul https://t.co/ZeXCYsoBZC<br><b>Clean</b>: cuando terminas de ver la season 5 de,not-english,2023-03-12 15:25:40,New York
126,"<b>Raw:</b> 2022 has been an equity market meltdown for the record books. 

In real terms, the S&amp;P 500 is having its worst year since 1872.  

$SPY $QQQ $TSLA $AAPL $NVDA $MU $AMD $AMZN https://t.co/iDZyEKI4mW<br><b>Clean</b>: 2022 has been an equity market meltdown for the record books in real terms the sandp 500 is having its worst year since 1872 spy qqq tsla aapl nvda mu amd amzn",syntactic-english,2023-03-12 15:25:50,New York
127,"<b>Raw:</b> Cuz @dougjames74 popped out for surprise dinner... 

#💞TLE @ Dallas BBQ https://t.co/Dx6ArryY57<br><b>Clean</b>: cuz popped out for surprise dinner tle dallas bbq",informal-english,2023-03-12 15:25:58,New York
128,<b>Raw:</b> Beyoncé better hurry tf uppp !!! I don’t want to watch thisss 😒🙄<br><b>Clean</b>: beyoncé better hurry tf uppp i dont want to watch thisss,informal-english,2023-03-12 15:26:00,New York
129,<b>Raw:</b> Si match City vs Bayern lan rete konsa Ki yès Ki bat ?<br><b>Clean</b>: si match city vs bayern lan rete konsa ki yès ki bat,not-english,2023-03-12 15:26:04,New York
130,<b>Raw:</b> @soyfdelrincon @LassoGuillermo @elcomerciocom Todas las promesas de ese hombre se las lleva el viento<br><b>Clean</b>: todas las promesas de ese hombre se las lleva el viento,not-english,2023-03-12 15:26:07,New York
131,<b>Raw:</b> Starship may NEVER launch from Boca Chica! Environmental groups claim victory over SpaceX.  https://t.co/fsG1WEhPcB<br><b>Clean</b>: starship may never launch from boca chica environmental groups claim victory over spacex,non-syntactic-english,2023-03-12 15:27:32,New York
132,<b>Raw:</b> I love quality time LMAOOOO like forreal<br><b>Clean</b>: i love quality time lmaoooo like forreal,informal-english,2023-03-12 15:27:35,New York
133,<b>Raw:</b> que rico es descansar y no salir de casa<br><b>Clean</b>: que rico es descansar y no salir de casa,not-english,2023-03-12 15:27:38,New York
134,<b>Raw:</b> @CashApp $CharlesTao idk what I see lmao a butterfly 😆 https://t.co/og4by5NmHc<br><b>Clean</b>: charlestao idk what i see lmao a butterfly,informal-english,2023-03-12 15:27:41,New York
135,<b>Raw:</b> Lamar over Watson and stafford too high<br><b>Clean</b>: lamar over watson and stafford too high,non-syntactic-english,2023-03-12 15:27:46,New York
136,"<b>Raw:</b> @WrestlingBios DDPecks
Paging Sexy Lexy
Diamond in the Rough<br><b>Clean</b>: ddpecks paging sexy lexy diamond in the rough",non-syntactic-english,2023-03-12 15:28:11,New York
137,<b>Raw:</b> Ayoooo @jimjonescapo  @mainohustlehard @gilliedakid Gas’n @Wallo267 to rap got me weak!🤣  #lobbyboyz 🔥 Album crazy! #nyc<br><b>Clean</b>: ayoooo gasn to rap got me weak album crazy,informal-english,2023-03-12 15:28:18,New York
138,<b>Raw:</b> @nicodu @tangerinevidz Je suis pas loin de le croire<br><b>Clean</b>: je suis pas loin de le croire,not-english,2023-03-12 15:28:21,New York
139,<b>Raw:</b> @_225Lee FACTS @A_kamara6 WHATS WRONG WITH THE HATERS FRFR KEEP BALLING<br><b>Clean</b>: facts whats wrong with the haters frfr keep balling,non-syntactic-english,2023-03-12 15:28:30,New York
140,"<b>Raw:</b> @Lola29r Salí de una loca hace unos de meses que quedé hasta con el autoestima baja, dice mi tío en el campo “to se pega menos dinero a los zapatos”.<br><b>Clean</b>: salí de una loca hace unos de meses que quedé hasta con el autoestima baja dice mi tío en el campo to se pega menos dinero a los zapatos",not-english,2023-03-12 15:29:26,New York
141,<b>Raw:</b> Un poco asombrado...jajaja..¿¿.ese sere yo????😁😁😁 https://t.co/xFrb5YIJGI<br><b>Clean</b>: un poco asombrado jajaja ese sere yo,not-english,2023-03-12 15:29:29,New York
142,<b>Raw:</b> ‘THE EXORCISM OF GOD’ ARRIVES ON BLU-RAY/DIGITAL/DVD ON APRIL 19TH FROM LIONSGATE  https://t.co/xsylasPRPb<br><b>Clean</b>: the exorcism of god arrives on blu raydigitaldvd on april 19th from lionsgate,syntactic-english,2023-03-12 15:29:56,New York
143,<b>Raw:</b> Ellen Barkin and Dennis Quaid in The Big Easy.<br><b>Clean</b>: ellen barkin and dennis quaid in the big easy,non-syntactic-english,2023-03-12 15:30:17,New York
144,<b>Raw:</b> Chillo con My Way. Me recuerda a mi viejo en CDMX #KoggiEnConvoy<br><b>Clean</b>: chillo con my way me recuerda a mi viejo en cdmx,not-english,2023-03-12 15:30:23,New York
145,"<b>Raw:</b> Acaba de publicar una foto en Atlantic Ave Brooklyn, Ny https://t.co/V6J6K42Qfz<br><b>Clean</b>: acaba de publicar una foto en atlantic ave brooklyn ny",not-english,2023-03-12 15:30:25,New York
146,<b>Raw:</b> @WarisJL 😂😂😂😂😂 😂😂😂😂😂 es que tueso dulce no digo yo 🏃🏾‍♂️💨<br><b>Clean</b>: es que tueso dulce no digo yo,not-english,2023-03-12 15:30:28,New York
147,"<b>Raw:</b> I'm at Overpeck County Park in Leonia, NJ https://t.co/mWP8mB5yLe<br><b>Clean</b>: im at overpeck county park in leonia nj",syntactic-english,2023-03-12 15:30:31,New York
148,<b>Raw:</b> @kors_li whyyyyy in the FUCK are you retweeting this?????? Y’all don’t respect me 😭<br><b>Clean</b>: whyyyyy in the fuck are you retweeting this yall dont respect me,informal-english,2023-03-12 15:30:39,New York
149,<b>Raw:</b> @revengewife222 lol at the cha*nsm*kers tweet… honestly awful<br><b>Clean</b>: lol at the cha nsm kers tweet honestly awful,informal-english,2023-03-12 15:30:45,New York
150,<b>Raw:</b> Aweminus is on friday…. Also Adriatique… yo no se<br><b>Clean</b>: aweminus is on friday also adriatique yo no se,code-switched,2023-03-12 15:31:01,New York
151,<b>Raw:</b> made the sexiest little sets and they drop tmw @ 6pm 💚💙🤎 https://t.co/C57gFvvtKT ✨ https://t.co/JO8gxGanmQ<br><b>Clean</b>: made the sexiest little sets and they drop tmw 6pm,informal-english,2023-03-12 15:31:06,New York
152,<b>Raw:</b> Whatup with Mcullum shoulder checkin Cam Johnson like this is hockey. Comeonman<br><b>Clean</b>: whatup with mcullum shoulder checkin cam johnson like this is hockey comeonman,informal-english,2023-03-12 15:31:11,New York
153,<b>Raw:</b> isnt bil tomorrow and doja the day after tho<br><b>Clean</b>: isnt bil tomorrow and doja the day after tho,informal-english,2023-03-12 15:31:16,New York
154,"<b>Raw:</b> @Jaimebobadilla1 Mas le vale que empiece a cantar, 
Que se deje de estar de mamita, 
Que ""er vico"" no va a meter la mano en candela por el. https://t.co/CsOV3T85iT<br><b>Clean</b>: mas le vale que empiece a cantar que se deje de estar de mamita que er vico no va a meter la mano en candela por el",not-english,2023-03-12 15:31:26,New York
155,<b>Raw:</b> Who That ….? Shorty Got it Lit OutChea @ 145th Street https://t.co/mBTRLtIAnn<br><b>Clean</b>: who that shorty got it lit outchea 145th street,non-syntactic-english,2023-03-12 15:31:36,New York
156,<b>Raw:</b> Popping willies !!! Son my favorite scenes !!! 🥺 #MOTOMAMI 🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀nunca sería !!!<br><b>Clean</b>: popping willies son my favorite scenes nunca sería,non-syntactic-english,2023-03-12 15:31:42,New York
157,"<b>Raw:</b> @___frederich Es cierto, a mi me pasó, de casi toda mi vida viviendo en New York, me fui a vivir a San Sebastián, un campo en Puerto Rico. Sólo por amor 🥰. No aguante extrañaba la bulla.<br><b>Clean</b>: es cierto a mi me pasó de casi toda mi vida viviendo en new york me fui a vivir a san sebastián un campo en puerto rico sólo por amor no aguante extrañaba la bulla",not-english,2023-03-12 15:31:49,New York
158,"<b>Raw:</b> Papoose Feat. Fabolous &amp; Jermaine Dupri ""I Got A Plan"" Music Video https://t.co/vzYO7T3n5o via @YouTube #BROOKLYNSTYLEREALRAP<br><b>Clean</b>: papoose feat fabolous and jermaine dupri i got a plan music video via",non-syntactic-english,2023-03-12 15:32:57,New York
159,<b>Raw:</b> @laderechadiario @Leandromv1999 Qué ponja de mierda el que se va<br><b>Clean</b>: qué ponja de mierda el que se va,not-english,2023-03-12 15:32:59,New York
160,<b>Raw:</b> obsessed with watching mama june on tik tok live<br><b>Clean</b>: obsessed with watching mama june on tik tok live,non-syntactic-english,2023-03-12 15:33:02,New York
161,<b>Raw:</b> @Kiarah_ Nigga wants his sneakers and jacket back Lmfaoo 🤣😂🥴<br><b>Clean</b>: nigga wants his sneakers and jacket back lmfaoo,informal-english,2023-03-12 15:33:07,New York
162,<b>Raw:</b> not novato starting first fridays l m a oooo<br><b>Clean</b>: not novato starting first fridays l m a oooo,informal-english,2023-03-12 15:33:15,New York
163,<b>Raw:</b> @HochBig @DA05344328 @KriegPhantom Eres tan tonto eh incoherente que ni cuenta te das lol<br><b>Clean</b>: eres tan tonto eh incoherente que ni cuenta te das lol,not-english,2023-03-12 15:33:18,New York
164,<b>Raw:</b> @conlopatore Pensaba que nada mas era la mia.<br><b>Clean</b>: pensaba que nada mas era la mia,not-english,2023-03-12 15:33:22,New York
165,<b>Raw:</b> Y no se va por el inodoro🙂<br><b>Clean</b>: y no se va por el inodoro,not-english,2023-03-12 15:33:24,New York
166,<b>Raw:</b> @luisabinader no crea que sea tan complice y permitir eso???<br><b>Clean</b>: no crea que sea tan complice y permitir eso,not-english,2023-03-12 15:33:26,New York
167,<b>Raw:</b> @Lziiin_ https://t.co/sbXsBbfmfh e eu no Instagram que sou jogadora na luta diaria kkkk<br><b>Clean</b>: e eu no instagram que sou jogadora na luta diaria kkkk,not-english,2023-03-12 15:33:29,New York
168,"<b>Raw:</b> Acaba de publicar una foto en New York City, N.Y. https://t.co/8LRou3eeEp<br><b>Clean</b>: acaba de publicar una foto en new york city n y",not-english,2023-03-12 15:33:32,New York
169,<b>Raw:</b> @iridewithvigor Ooooh word. Yeah just gotta visit NYC/NJ lol<br><b>Clean</b>: ooooh word yeah just gotta visit nycnj lol,informal-english,2023-03-12 15:33:35,New York
170,<b>Raw:</b> ISO Marlboro miles for a Sharp MiniDisc player https://t.co/xWguTaPZpj<br><b>Clean</b>: iso marlboro miles for a sharp minidisc player,non-syntactic-english,2023-03-12 15:33:44,New York
171,<b>Raw:</b> My 45th birthday dinner with my wife. @ Anassa Taverna Astoria https://t.co/jKtVpgn39G<br><b>Clean</b>: my 45th birthday dinner with my wife anassa taverna astoria,non-syntactic-english,2023-03-12 15:33:52,New York
172,"<b>Raw:</b> With Canelo currently picking between fights against Charlo, Bivol, &amp; GGG - Eddie Hearn believes Charlo is the easiest of them all, you guys agree? #CaneloCharlo #CaneloGGG #CaneloBivol https://t.co/FhYAwvULX5<br><b>Clean</b>: with canelo currently picking between fights against charlo bivol and ggg eddie hearn believes charlo is the easiest of them all you guys agree",non-syntactic-english,2023-03-12 15:34:02,New York
173,"<b>Raw:</b> Broadway, baby 🎶 (and LJ! Mainly LJ 🥰) @ Imperial Theatre https://t.co/Xzt2tzjm5J<br><b>Clean</b>: broadway baby and lj mainly lj imperial theatre",non-syntactic-english,2023-03-12 15:34:12,New York
174,"<b>Raw:</b> I'm at Newkirk Ave Newstand in Brooklyn, NY https://t.co/bPDfy8pw6L<br><b>Clean</b>: im at newkirk ave newstand in brooklyn ny",syntactic-english,2023-03-12 15:34:15,New York
175,"<b>Raw:</b> IU X yśb Summer &amp; Fall Collection Book 2011
@_IUofficial @edam_ent 
#IU #아이유 #LEEJIEUN #dlwlrma #李知恩 #IUTEAM  #Celebrity #EDAMENTERTAINMENT #아이유참좋다  #UAENA 
#아이유는저의롤모델입니다 https://t.co/wXz1yR957d<br><b>Clean</b>: iu x yśb summer and fall collection book 2011",non-syntactic-english,2023-03-12 15:34:55,New York
176,"<b>Raw:</b> @AFTVMedia Aubameyang gave arteta a career,sad he is treated this way.<br><b>Clean</b>: aubameyang gave arteta a careersad he is treated this way",non-syntactic-english,2023-03-12 15:35:08,New York
177,<b>Raw:</b> @Darklordcreeper That’s what i heard bro - you’re so close<br><b>Clean</b>: thats what i heard bro youre so close,informal-english,2023-03-12 15:35:18,New York
178,"<b>Raw:</b> A vida não te pergunta se você quer ser forte.
Ela te obriga a ser.

#QuartaLiberdadeNoSDV
#QuartaDetremuraSDV<br><b>Clean</b>: a vida não te pergunta se você quer ser forte ela te obriga a ser",not-english,2023-03-12 15:35:23,New York
179,<b>Raw:</b> @BandelaBandela Man I appreciate you! When’s the next time you’re at zerospace??!<br><b>Clean</b>: man i appreciate you whens the next time youre at zerospace,non-syntactic-english,2023-03-12 15:35:30,New York
180,<b>Raw:</b> considering merge conflicts during review (jk jk) https://t.co/dPY3ia4HC2<br><b>Clean</b>: considering merge conflicts during review jk jk,non-syntactic-english,2023-03-12 15:35:32,New York
181,<b>Raw:</b> I condemn you call Jaan sadique journalist<br><b>Clean</b>: i condemn you call jaan sadique journalist,non-syntactic-english,2023-03-12 15:36:11,New York
182,"<b>Raw:</b> !!! the book was giving, let’s seeee abt the series<br><b>Clean</b>: the book was giving lets seeee abt the series",informal-english,2023-03-12 15:37:29,New York
183,"<b>Raw:</b> @Mario_Nation Mecca vin bay misye presyon epi l te gentan rele Davis (avoka li an) pou mande l detay sou Mecca… Li vin kanpe dan ak Mecca paske l konnen sa l regle, sa l ye etc 😂  

Yooo plen sit pou w gade show a online ouii man 😩<br><b>Clean</b>: mecca vin bay misye presyon epi l te gentan rele davis avoka li an pou mande l detay sou mecca li vin kanpe dan ak mecca paske l konnen sa l regle sa l ye etc yooo plen sit pou w gade show a online ouii man",incidental-english,2023-03-12 15:38:10,New York
184,<b>Raw:</b> @Lasuspendiditaa Por favor no te enojes con Pedro🤣<br><b>Clean</b>: por favor no te enojes con pedro,not-english,2023-03-12 15:38:13,New York
185,<b>Raw:</b> Incident on #FLine from Coney Island - Stillwell Av to 47-50 Sts - Rockefeller Ctr https://t.co/US5AI3f9cf<br><b>Clean</b>: incident on from coney island stillwell av to 47 50 sts rockefeller ctr,syntactic-english,2023-03-12 15:38:16,New York
186,<b>Raw:</b> @mahoabreu @palomino2021 El camillero lo he visto. Tiene lo suyo. El es lindo. Que se ponga pa lo suyo. Muy enamorado. Las mujeres me lo van a acabar 😂<br><b>Clean</b>: el camillero lo he visto tiene lo suyo el es lindo que se ponga pa lo suyo muy enamorado las mujeres me lo van a acabar,not-english,2023-03-12 15:38:20,New York
187,<b>Raw:</b> Cleared: Incident on #Bxm9Bus from Throgs Neck Expy Svr Rd to Schurz Ave<br><b>Clean</b>: cleared incident on from throgs neck expy svr rd to schurz ave,syntactic-english,2023-03-12 15:38:23,New York
188,"<b>Raw:</b> 🐐ista does it again! @BAT1STA 
Saturday Night Suite Life 🙏🏿⚡️
#YankeesTwitter IRL 🥃 #RepBX https://t.co/cdRA5H1wwj<br><b>Clean</b>: ista does it again saturday night suite life irl",non-syntactic-english,2023-03-12 15:38:30,New York
189,"<b>Raw:</b> This after work drink is MUCHHHH needed. 

Bruh.<br><b>Clean</b>: this after work drink is muchhhh needed bruh",informal-english,2023-03-12 15:38:33,New York
190,<b>Raw:</b> Random pairing of Uematsu + Amano-signed DVDs. https://t.co/uAX7wn3HQV<br><b>Clean</b>: random pairing of uematsu amano signed dvds,non-syntactic-english,2023-03-12 15:38:40,New York
191,<b>Raw:</b> @AnchorAquarium Do you prefe al pastor or Carnita? Have you tried taqueria Ramirez yet<br><b>Clean</b>: do you prefe al pastor or carnita have you tried taqueria ramirez yet,informal-english,2023-03-12 15:39:04,New York
192,<b>Raw:</b> @DJMElColorado I offer 16Bit WAV downloads on my website.<br><b>Clean</b>: i offer 16bit wav downloads on my website,syntactic-english,2023-03-12 15:39:12,New York
193,<b>Raw:</b> 📸✨Si @sujetoro24kilate lo dijo es porque es verdad🔥🔥🔥🔥 en The Factory Restaurant &amp; Lounge https://t.co/yZHFx7BPpb<br><b>Clean</b>: si lo dijo es porque es verdad en the factory restaurant and lounge,incidental-english,2023-03-12 15:39:23,New York
194,"<b>Raw:</b> Para los que no me conocen, 
soy un hombre tranquilo
 y 
dulce...
Y los que me conocen se callan por favor. 🤣🤭<br><b>Clean</b>: para los que no me conocen soy un hombre tranquilo y dulce y los que me conocen se callan por favor",not-english,2023-03-12 15:39:26,New York
195,<b>Raw:</b> @JLoLegend69 @LincolnFussell Idk I muted them they’re annoying bsjjdbf<br><b>Clean</b>: idk i muted them theyre annoying bsjjdbf,informal-english,2023-03-12 15:39:29,New York
196,"<b>Raw:</b> @notreallyachola @Shonomatopoeia If I die before Bentley, I want Bentlito at my funeral.<br><b>Clean</b>: if i die before bentley i want bentlito at my funeral",syntactic-english,2023-03-12 15:42:13,New York
197,<b>Raw:</b> Somos seres de lu' ve que lo que?<br><b>Clean</b>: somos seres de lu ve que lo que,not-english,2023-03-12 15:42:16,New York
198,<b>Raw:</b> Omg that Nimmo catch was next level #LGM<br><b>Clean</b>: omg that nimmo catch was next level,informal-english,2023-03-12 15:42:20,New York
199,"<b>Raw:</b> Julie DeVuono's husband is an NYPD Officer , he's being probed for his involvement in the scam 

https://t.co/63Kk1Dmguy<br><b>Clean</b>: julie devuonos husband is an nypd officer hes being probed for his involvement in the scam",non-syntactic-english,2023-03-12 15:42:38,New York
200,"<b>Raw:</b> Trae is shooting the ball bad, but still controlling the game with his passing. Impactful player!<br><b>Clean</b>: trae is shooting the ball bad but still controlling the game with his passing impactful player",non-syntactic-english,2023-03-12 15:42:49,New York
201,"<b>Raw:</b> @NHLhistorygirl Yeah, sure! Why am I here for Pride Night, presented by Delta, ffs? It feels masochistic. 

They’d better win.<br><b>Clean</b>: yeah sure why am i here for pride night presented by delta ffs it feels masochistic theyd better win",non-syntactic-english,2023-03-12 15:43:05,New York
202,<b>Raw:</b> @teddypowday Oh you prob meant vc yeah nah<br><b>Clean</b>: oh you prob meant vc yeah nah,informal-english,2023-03-12 15:43:09,New York
203,<b>Raw:</b> @Justknope @NBCNews Biden already did an E.O. regarding this!<br><b>Clean</b>: biden already did an e o regarding this,syntactic-english,2023-03-12 15:48:44,New York
204,"<b>Raw:</b> something you need to know about me is that i say ""deadass"" and use the 😂 emoji unironically<br><b>Clean</b>: something you need to know about me is that i say deadass and use the emoji unironically",informal-english,2023-03-12 15:48:53,New York
205,<b>Raw:</b> The furries have arrived for Car Seat Headrest<br><b>Clean</b>: the furries have arrived for car seat headrest,non-syntactic-english,2023-03-12 15:49:06,New York
206,"<b>Raw:</b> This was Nicki Minaj in middle school, feel old yet?<br><b>Clean</b>: this was nicki minaj in middle school feel old yet",non-syntactic-english,2023-03-12 15:49:09,New York
207,"<b>Raw:</b> NY REDBULLS 0 MINNESOTA 1
MLS SOCCER ⚽️ ⚽️ ⚽️ 
https://t.co/kyDwwj682c<br><b>Clean</b>: ny redbulls 0 minnesota 1 mls soccer",non-syntactic-english,2023-03-12 15:49:17,New York
208,"<b>Raw:</b> Just posted a photo @ Westerleigh, Staten Island https://t.co/SJVKtzgrPc<br><b>Clean</b>: just posted a photo westerleigh staten island",non-syntactic-english,2023-03-12 15:49:20,New York
209,"<b>Raw:</b> This is one of the rawest things ever put in a CBM and if you think it’s dumb then I think you’re dumb
 https://t.co/eoT3q0TCAf<br><b>Clean</b>: this is one of the rawest things ever put in a cbm and if you think its dumb then i think youre dumb",non-syntactic-english,2023-03-12 15:49:49,New York
210,<b>Raw:</b> @Mr_Top_Talent Totally Poole shouldn't even be considered for a trade.<br><b>Clean</b>: totally poole shouldnt even be considered for a trade,syntactic-english,2023-03-12 15:49:59,New York
211,<b>Raw:</b> @Karen_Santiago1 @spoontheband If you like them - you’ll love this one!<br><b>Clean</b>: if you like them youll love this one,syntactic-english,2023-03-12 15:50:14,New York
212,<b>Raw:</b> Nakawala kayo ng pagod at anxiety ko. Love you both so much! My boys. #JackRussel #Malshi #MalteseShihtzu #DogDad #FurDad https://t.co/YbaEM4GAex<br><b>Clean</b>: nakawala kayo ng pagod at anxiety ko love you both so much my boys,code-switched,2023-03-12 15:50:28,New York
213,<b>Raw:</b> they postponed the game due to fog https://t.co/7h4fLMbEVY<br><b>Clean</b>: they postponed the game due to fog,non-syntactic-english,2023-03-12 15:50:33,New York
214,"<b>Raw:</b> Just posted a photo @ Montreal, Qc, Canada https://t.co/CHeB6jP2X4<br><b>Clean</b>: just posted a photo montreal qc canada",non-syntactic-english,2023-03-12 15:50:35,New York
215,<b>Raw:</b> Idk maybe the planet SHOULD be destroyed https://t.co/DYjY7UItrq<br><b>Clean</b>: idk maybe the planet should be destroyed,informal-english,2023-03-12 15:50:38,New York
216,"<b>Raw:</b> Childrens Theatre Program Director, Education and Outreach Cooridnator, EA to two govt officials, vocal coach, actor, Uber driver, Sea World Performer, Bartender, Bar Manager<br><b>Clean</b>: childrens theatre program director education and outreach cooridnator ea to two govt officials vocal coach actor uber driver sea world performer bartender bar manager",informal-english,2023-03-12 15:50:52,New York
217,"<b>Raw:</b> Last night after Butoh class finally saw the Rosaleen Norton film everyone's been talking about. Could do without the 90s Madonna-esque dance sequences, but otherwise good. https://t.co/qjfEzSj2ah<br><b>Clean</b>: last night after butoh class finally saw the rosaleen norton film everyones been talking about could do without the 90s madonna esque dance sequences but otherwise good",non-syntactic-english,2023-03-12 15:50:58,New York
218,<b>Raw:</b> @javien114 and forgot to put money on it smfh<br><b>Clean</b>: and forgot to put money on it smfh,informal-english,2023-03-12 15:51:01,New York
219,<b>Raw:</b> @taint_chakra @voellig I don’t think they’ve ever made a bad record.<br><b>Clean</b>: i dont think theyve ever made a bad record,syntactic-english,2023-03-12 15:51:08,New York
220,<b>Raw:</b> Incident on #JLine at 85 St - Forest Pkwy https://t.co/j0ef2b6oBT<br><b>Clean</b>: incident on at 85 st forest pkwy,syntactic-english,2023-03-12 15:51:13,New York
221,<b>Raw:</b> Listen; I want to have Cara’s job. She’s everywhere doing everything. 😂<br><b>Clean</b>: listen i want to have caras job shes everywhere doing everything,non-syntactic-english,2023-03-12 15:51:18,New York
222,<b>Raw:</b> #BUFvsKC Patrick Mahomes big run for 35 yards<br><b>Clean</b>: patrick mahomes big run for 35 yards,non-syntactic-english,2023-03-12 15:51:21,New York
223,<b>Raw:</b> Lmao Kendrick Perkins just walked off the set 😂😂😂<br><b>Clean</b>: lmao kendrick perkins just walked off the set,informal-english,2023-03-12 15:51:26,New York
224,<b>Raw:</b> Wack. Cold world. Vladdy for MVP 😒 2HR https://t.co/JhJmUbD6KN<br><b>Clean</b>: wack cold world vladdy for mvp 2hr,informal-english,2023-03-12 15:52:00,New York
225,<b>Raw:</b> @lexicaldrrift I surely have no effs to give.<br><b>Clean</b>: i surely have no effs to give,informal-english,2023-03-12 15:52:13,New York
226,<b>Raw:</b> @chag_spc Wow that looks like fun bro enjoy<br><b>Clean</b>: wow that looks like fun bro enjoy,informal-english,2023-03-12 15:52:17,New York
227,"<b>Raw:</b> Oop my hair is getting long enough to do a little flip, no curl yet but it’ll be lit by my bday https://t.co/m9rtK10sy4<br><b>Clean</b>: oop my hair is getting long enough to do a little flip no curl yet but itll be lit by my bday",informal-english,2023-03-12 15:52:21,New York
228,<b>Raw:</b> Anyone uptown going to HMD wanna share a car?<br><b>Clean</b>: anyone uptown going to hmd wanna share a car,informal-english,2023-03-12 15:52:25,New York
229,<b>Raw:</b> @CryptoWhale I am longterm bullshish on Bitcoin and I see $13K before $100K. These numbers you say are just made up.<br><b>Clean</b>: i am longterm bullshish on bitcoin and i see 13k before 100k these numbers you say are just made up,informal-english,2023-03-12 15:52:43,New York
230,<b>Raw:</b> Why tf is it so dark out rn 😩<br><b>Clean</b>: why tf is it so dark out rn,informal-english,2023-03-12 15:52:47,New York
231,<b>Raw:</b> Got my name up for my BDay 🎂🥰 https://t.co/scVhGMPxoD<br><b>Clean</b>: got my name up for my bday,informal-english,2023-03-12 15:52:56,New York
232,"<b>Raw:</b> Got this bunny plushie from Miniso today and it is SO CUTE 🥺🥺🥺 so glad the official Miniso finally opened in soho, I loved the pop up!  #soho #nyc #miniso #plushie #bunny #cute #jellycat https://t.co/e8EBZAUUrx<br><b>Clean</b>: got this bunny plushie from miniso today and it is so cute so glad the official miniso finally opened in soho i loved the pop up",non-syntactic-english,2023-03-12 15:53:02,New York
233,"<b>Raw:</b> Starfield, Where No Turtle has Gone Before 🐢 ⚔️ 🐀<br><b>Clean</b>: starfield where no turtle has gone before",non-syntactic-english,2023-03-12 15:53:09,New York
234,<b>Raw:</b> @juliefroehlich6 Estelle James Marie Margaret needs a Packers hat<br><b>Clean</b>: estelle james marie margaret needs a packers hat,syntactic-english,2023-03-12 15:53:14,New York
235,<b>Raw:</b> He settled on Tock Rock Tock RockRock.<br><b>Clean</b>: he settled on tock rock tock rockrock,syntactic-english,2023-03-12 15:53:22,New York
236,"<b>Raw:</b> i loved Kanye but i thoroughly enjoyed this, i hope someone involuntarily commits him 🙂<br><b>Clean</b>: i loved kanye but i thoroughly enjoyed this i hope someone involuntarily commits him",non-syntactic-english,2023-03-12 15:53:27,New York
237,<b>Raw:</b> DANIEL SUAREZ!!! 18/1 baby! +57u for the day. +52u for the weekend! 🏁🏁🏁<br><b>Clean</b>: daniel suarez 181 baby 57u for the day 52u for the weekend,non-syntactic-english,2023-03-12 15:53:33,New York
238,<b>Raw:</b> @BullittCapital Can I get a gram of whatever you’re smoking<br><b>Clean</b>: can i get a gram of whatever youre smoking,non-syntactic-english,2023-03-12 15:53:38,New York
239,"<b>Raw:</b> s/o @surgicalsummer for the incredible work she’s doing with @Micah_Johnson3 for @AkuDreams 

https://t.co/lcQu1dfm62<br><b>Clean</b>: so for the incredible work shes doing with for",informal-english,2023-03-12 15:53:46,New York
240,<b>Raw:</b> @Sandy_Dover Clayton Crowley is one of the best basketball YouTubers out there.<br><b>Clean</b>: clayton crowley is one of the best basketball youtubers out there,syntactic-english,2023-03-12 15:53:51,New York
241,<b>Raw:</b> COUNT DOWN • Revisiting The Infinity Saga: 50 Defining Moments Of The MCU  https://t.co/qtZ479w92y<br><b>Clean</b>: count down revisiting the infinity saga 50 defining moments of the mcu,syntactic-english,2023-03-12 15:53:55,New York
242,<b>Raw:</b> Cleared: Incident on #B15Bus WB from Lewis Av/Bainbridge St to Lewis Av/Madison St<br><b>Clean</b>: cleared incident on wb from lewis avbainbridge st to lewis avmadison st,syntactic-english,2023-03-12 15:53:58,New York
243,"<b>Raw:</b> hermal imagers can’t see through solids, can’t detect the energy contained in many gasses, and can be inaccurate when estimating temperatures of shiny or reflective materials.@DubFireBrigade @Firefrank76 @fdiclive @BostonFire @fireengineering @fireengineering @BobbyHalton https://t.co/Khw7u9kLmA<br><b>Clean</b>: hermal imagers cant see through solids cant detect the energy contained in many gasses and can be inaccurate when estimating temperatures of shiny or reflective materials",non-syntactic-english,2023-03-12 15:55:21,New York
